date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:48	60042/60042	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2009:19:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/home-demos/home-3.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/home-demos/home-3.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:08:48	91223/91223	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:20:24%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/index-4.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/index-4.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:11:32	130014/130014	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:20:32%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/index-5.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/index-5.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:13:42	70294/70294	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2009:21:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/home-demos/home-6.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/home-demos/home-6.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:13:43	122466/122466	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:20:46%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/index-7.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/index-7.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:13:44	69197/69197	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20May%202021%2009:22:04%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/home-demos/home-7.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/home-demos/home-7.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:13:50	155819/155819	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:20:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/index-6.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/index-6.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:17:52	136794/136794	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:21:02%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/index-9.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/index-9.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:05	67214/67214	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:18:20%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/about.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/about.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:07	58959/58959	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:40%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/service.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/service.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:08	47938/47938	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:32%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/service-details.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/service-details.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:08	68731/68731	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:08%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/portfolio.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/portfolio.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:10	68605/68605	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:21:54%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/portfolio-2.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/portfolio-2.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:10	52172/52172	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:02%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/portfolio-details.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/portfolio-details.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:12	47698/47698	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:23:42%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/team.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/team.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:12	52899/52899	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:23:32%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/team-details.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/team-details.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:12	63949/63949	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:54%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/faq.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/faq.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:13	136095/136095	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:23:26%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/shop.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/shop.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:14	112441/112441	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/shop-grid.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/shop-grid.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:14	136105/136105	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:23:06%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/shop-list.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/shop-list.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:15	135428/135428	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:23:14%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/shop-right-sidebar.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/shop-right-sidebar.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:15	135989/135989	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:56%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/shop-left-sidebar.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/shop-left-sidebar.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:16	149527/149527	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:18%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/product-details.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/product-details.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:16	48261/48261	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/cart.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/cart.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:16	45855/45855	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:23:50%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/wishlist.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/wishlist.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:16	56055/56055	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:36%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/checkout.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/checkout.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:17	42713/42713	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:21:46%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/order-tracking.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/order-tracking.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:17	139887/139887	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:18:34%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/account.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/account.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:17	46033/46033	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:21:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/login.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/login.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:18	44074/44074	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:22:24%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/register.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/register.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:19	92091/92091	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:20%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/blog.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/blog.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:19	58232/58232	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:18:56%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/blog-grid.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/blog-grid.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:20	92313/92313	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:14%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/blog-right-sidebar.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/blog-right-sidebar.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:20	92323/92323	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:06%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/blog-left-sidebar.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/blog-left-sidebar.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:21	92187/92187	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:18:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/blog-details.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/blog-details.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:21	65777/65777	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:20:02%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/history.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/history.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:22	107139/107139	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:18:40%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/add-listing.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/add-listing.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:22	42452/42452	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:17:26%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/404.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/404.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:22	46985/46985	---M--	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2023:19:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/contact.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/contact.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:23	2979/2979	---M--	200	added ('OK')	text/html	date:Sat,%2017%20Jun%202023%2023:20:30%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/coming-soon.html	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/coming-soon.html	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:23	100063/100063	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:47:52%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/banner/menu-banner-1.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/banner/menu-banner-1.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:24	209949/209949	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2020:58:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product/1.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product/1.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:25	192218/192218	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2020:58:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product/2.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product/2.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:25	288893/288893	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2020:58:38%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product/3.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product/3.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:26	110617/110617	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2021:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/61.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/61.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:26	151862/151862	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2020:58:40%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product/4.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product/4.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:26	106309/106309	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2021:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/62.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/62.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:27	187267/187267	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2021:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/63.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/63.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:27	116275/116275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2021:01:58%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/slider/64.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/slider/64.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:28	157045/157045	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2020:57:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/11.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/others/11.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:28	40511/40511	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Aug%202021%2020:57:00%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/8.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/others/8.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:28	8159/8159	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Apr%202021%2002:18:22%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/icons/icon-img/21.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/icons/icon-img/21.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:32	91915/91915	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:59:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/3.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/3.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:34	71675/71675	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:59:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/2.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/2.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:34	82072/82072	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:59:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/7.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/7.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:36	84359/84359	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Apr%202021%2005:30:12%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/others/10.png	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/others/10.png	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:36	55147/55147	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Apr%202021%2008:41:42%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/20.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/20.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:37	101919/101919	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:59:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/1.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/1.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:37	56069/56069	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:55:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/1.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/1.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:38	72230/72230	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:55:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/2.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/2.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:38	64074/64074	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:55:44%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/3.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/neighbour/3.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:38	48565/48565	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:59:28%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/4.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/product-3/4.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:39	11753/11753	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:49:40%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/17.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/17.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:39	119752/119752	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2020:50:48%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/bg/23.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/bg/23.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:40	25404/25404	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Aug%202020%2018:14:06%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/testimonial/1.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/testimonial/1.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
13:26:40	20824/20824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Aug%202020%2018:15:14%20GMT	https://tunatheme.com/tf/html/quarter-preview/quarter/img/testimonial/2.jpg	C:/My%20Web%20Sites/batdongsan1/tunatheme.com/tf/html/quarter-preview/quarter/img/testimonial/2.jpg	(from https://tunatheme.com/tf/html/quarter-preview/quarter/index-2.html)
